Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Average Load In Nanjing
2003/08/11 00:00,2003/08/12 00:00,2003/08/11 03:00,2003/08/12 03:00,2236.081
2003/08/12 00:00,2003/08/13 00:00,2003/08/12 03:00,2003/08/13 03:00,2070.044
2003/08/13 00:00,2003/08/14 00:00,2003/08/13 03:00,2003/08/14 03:00,1904.007
2003/08/14 00:00,2003/08/15 00:00,2003/08/14 03:00,2003/08/15 03:00,1886.768
2003/08/15 00:00,2003/08/16 00:00,2003/08/15 03:00,2003/08/16 03:00,1959.785
2003/08/16 00:00,2003/08/17 00:00,2003/08/16 03:00,2003/08/17 03:00,1949.562
2003/08/17 00:00,2003/08/18 00:00,2003/08/17 03:00,2003/08/18 03:00,1900.293
2003/08/18 00:00,2003/08/19 00:00,2003/08/18 03:00,2003/08/19 03:00,1969.723
2003/08/19 00:00,2003/08/20 00:00,2003/08/19 03:00,2003/08/20 03:00,1986.834
2003/08/20 00:00,2003/08/21 00:00,2003/08/20 03:00,2003/08/21 03:00,2103.527
2003/08/21 00:00,2003/08/22 00:00,2003/08/21 03:00,2003/08/22 03:00,2257.918
2003/08/22 00:00,2003/08/23 00:00,2003/08/22 03:00,2003/08/23 03:00,2462.38
2003/08/23 00:00,2003/08/24 00:00,2003/08/23 03:00,2003/08/24 03:00,2510.316
2003/08/24 00:00,2003/08/25 00:00,2003/08/24 03:00,2003/08/25 03:00,2398.261
2003/08/25 00:00,2003/08/26 00:00,2003/08/25 03:00,2003/08/26 03:00,2401.912
2003/08/26 00:00,2003/08/27 00:00,2003/08/26 03:00,2003/08/27 03:00,2482.125
2003/08/27 00:00,2003/08/28 00:00,2003/08/27 03:00,2003/08/28 03:00,2534.287
2003/08/28 00:00,2003/08/29 00:00,2003/08/28 03:00,2003/08/29 03:00,2581.964
2003/08/29 00:00,2003/08/30 00:00,2003/08/29 03:00,2003/08/30 03:00,2377.432
2003/08/30 00:00,2003/08/31 00:00,2003/08/30 03:00,2003/08/31 03:00,2018.769
2003/08/31 00:00,2003/09/01 00:00,2003/08/31 03:00,2003/09/01 03:00,1866.975
