Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Average Load In Nanjing
2003/8/19 0:00,2003/8/20 0:00,2003/8/19 3:00,2003/8/20 3:00,1986.834
2003/8/20 0:00,2003/8/21 0:00,2003/8/20 3:00,2003/8/21 3:00,2103.527
2003/8/21 0:00,2003/8/22 0:00,2003/8/21 3:00,2003/8/22 3:00,2257.918
2003/8/22 0:00,2003/8/23 0:00,2003/8/22 3:00,2003/8/23 3:00,2462.38
2003/8/23 0:00,2003/8/24 0:00,2003/8/23 3:00,2003/8/24 3:00,2510.316
2003/8/24 0:00,2003/8/25 0:00,2003/8/24 3:00,2003/8/25 3:00,2398.261
2003/8/25 0:00,2003/8/26 0:00,2003/8/25 3:00,2003/8/26 3:00,2401.912
2003/8/26 0:00,2003/8/27 0:00,2003/8/26 3:00,2003/8/27 3:00,2482.125
2003/8/27 0:00,2003/8/28 0:00,2003/8/27 3:00,2003/8/28 3:00,2534.287
2003/8/28 0:00,2003/8/29 0:00,2003/8/28 3:00,2003/8/29 3:00,2581.964
2003/8/29 0:00,2003/8/30 0:00,2003/8/29 3:00,2003/8/30 3:00,2377.432
2003/8/30 0:00,2003/8/31 0:00,2003/8/30 3:00,2003/8/31 3:00,2018.769
2003/8/31 0:00,2003/9/1 0:00,2003/8/31 3:00,2003/9/1 3:00,1866.975
